"sp","bin","n_oc","mst","n_suitable","species_count"
"Mollusca Trigoniocardia_melajoensis","Tortonian",NA,NA,NA,NA
"Mollusca Florimetis_trinitaria","Tortonian",NA,NA,NA,NA
"Mollusca Varicorbula_islatrinitatis","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_hindsi","Tortonian",NA,NA,NA,NA
"Mollusca Noetia_ecuadoria","Tortonian",NA,NA,NA,NA
"Mollusca Lunarca_cueva","Tortonian",NA,NA,NA,NA
"Mollusca Calloarca_cachla","Tortonian",NA,NA,NA,NA
"Mollusca Eucrassatella_berryi","Tortonian",NA,NA,NA,NA
"Mollusca Lucina_gratis","Tortonian",NA,NA,NA,NA
"Mollusca Lucina_arrogans","Tortonian",NA,NA,NA,NA
"Mollusca Divaricella_comis","Tortonian",NA,NA,NA,NA
"Mollusca Trachycardium_dominicense","Tortonian",NA,NA,NA,NA
"Mollusca Dinocardium_ecuadoriale","Tortonian",NA,NA,NA,NA
"Mollusca Trigoniocardia_hannai","Tortonian",NA,NA,NA,NA
"Mollusca Ervilia_meridionalis","Tortonian",NA,NA,NA,NA
"Mollusca Hexacorbula_hexacyma","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_telemba","Tortonian",NA,NA,NA,NA
"Mollusca Juliacorbula_aequivalvis","Tortonian",NA,NA,NA,NA
"Mollusca Pleiorytis_caroniana","Tortonian",NA,NA,NA,NA
"Mollusca Acila_isthmica","Tortonian",NA,NA,NA,NA
"Mollusca Saccella_ornata","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_honensis","Tortonian",NA,NA,NA,NA
"Mollusca Eucrassatella_picadera","Tortonian",NA,NA,NA,NA
"Mollusca Anomia_peruviana","Tortonian","2","31.4650679923357","11","217"
"Mollusca Argopecten_venezualanus","Tortonian","1",NA,"11","225"
"Mollusca Anadara_grandis","Tortonian","1",NA,"11","228"
"Mollusca Plicatula_densata","Tortonian","1",NA,"11","185"
"Mollusca Dosinia_elegans","Tortonian","1",NA,"11","226"
"Mollusca Tucetona_pectinata","Tortonian","2","31.4650679923357","11","217"
"Mollusca Argopecten_ventricosus","Tortonian","1",NA,"11","226"
"Mollusca Anadara_lienosa","Tortonian","2","31.4650679923357","11","228"
"Mollusca Lindapecten_buchivacoanus","Tortonian","2","31.4650679923357","11","225"
"Mollusca Pholadomya_falconensis","Tortonian","2","31.4650679923357","11","225"
"Mollusca Chione_cancellata","Tortonian","1",NA,"11","185"
"Mollusca Argopecten_levicostatus","Tortonian","4","34.8460973964418","11","228"
"Mollusca Amusium_toulae","Tortonian","4","34.8460973964418","11","217"
"Mollusca Leopecten_gatunensis","Tortonian","3","33.9086704163797","11","226"
"Mollusca Interchlamys_interlineata","Tortonian","1",NA,"11","225"
"Mollusca Anadara_zorritensis","Tortonian","1",NA,"11","185"
"Mollusca Cyathodonta_gatunensis","Tortonian",NA,NA,NA,NA
"Mollusca Plicatula_gibbosa","Tortonian","2","33.3047314780783","11","185"
"Mollusca Amusium_mimyum","Tortonian",NA,NA,NA,NA
"Mollusca Argopecten_nerterus","Tortonian",NA,NA,NA,NA
"Mollusca Chagrepecten_cactaceus","Tortonian",NA,NA,NA,NA
"Mollusca Lucinoma_tapeina","Tortonian",NA,NA,NA,NA
"Mollusca Tellina_aequistriata","Tortonian",NA,NA,NA,NA
"Mollusca Nucula_proxima","Tortonian",NA,NA,NA,NA
"Mollusca Spisula_rappahannockensis","Tortonian",NA,NA,NA,NA
"Mollusca Limopsis_maccoyi","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_antiaustralis","Tortonian",NA,NA,NA,NA
"Mollusca Equichlamys_bifrons","Tortonian",NA,NA,NA,NA
"Mollusca Cuna_aporema","Tortonian",NA,NA,NA,NA
"Mollusca Nucula_kalimnae","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_woodsi","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_verconis","Tortonian",NA,NA,NA,NA
"Mollusca Limopsis_beaumariensis","Tortonian",NA,NA,NA,NA
"Mollusca Limopsis_vixornata","Tortonian",NA,NA,NA,NA
"Mollusca Lissarca_rhomboidalis","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_convexa","Tortonian",NA,NA,NA,NA
"Mollusca Austrohinnites_polyaktinos","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_incerta","Tortonian",NA,NA,NA,NA
"Mollusca Spondylus_spondyloides","Tortonian",NA,NA,NA,NA
"Mollusca Anomia_tatei","Tortonian",NA,NA,NA,NA
"Mollusca Myadora_corrugata","Tortonian",NA,NA,NA,NA
"Mollusca Eucrassatella_camura","Tortonian",NA,NA,NA,NA
"Mollusca Cardita_compta","Tortonian",NA,NA,NA,NA
"Mollusca Pleuromeris_pecten","Tortonian",NA,NA,NA,NA
"Mollusca Pleuromeris_subpecten","Tortonian",NA,NA,NA,NA
"Mollusca Cyclocardia_hindmarshensis","Tortonian",NA,NA,NA,NA
"Mollusca Cyclocardia_peridonea","Tortonian",NA,NA,NA,NA
"Mollusca Sportella_jubata","Tortonian",NA,NA,NA,NA
"Mollusca Myrtea_fabuloides","Tortonian",NA,NA,NA,NA
"Mollusca Linga_nuciformis","Tortonian",NA,NA,NA,NA
"Mollusca Callucina_balcombica","Tortonian",NA,NA,NA,NA
"Mollusca Gonimyrtea_salisburyensis","Tortonian",NA,NA,NA,NA
"Mollusca Gonimyrtea_validior","Tortonian",NA,NA,NA,NA
"Mollusca Divalucina_cumingi","Tortonian",NA,NA,NA,NA
"Mollusca Bornia_trigonale","Tortonian",NA,NA,NA,NA
"Mollusca Notocallista_mollesta","Tortonian",NA,NA,NA,NA
"Mollusca Notocallista_pestis","Tortonian",NA,NA,NA,NA
"Mollusca Antigona_cognata","Tortonian",NA,NA,NA,NA
"Mollusca Chioneryx_dennanti","Tortonian",NA,NA,NA,NA
"Mollusca Placamen_subroborata","Tortonian",NA,NA,NA,NA
"Mollusca Macoma_ralpha","Tortonian",NA,NA,NA,NA
"Mollusca Tellina_masoni","Tortonian",NA,NA,NA,NA
"Mollusca Tellina_albinelloides","Tortonian",NA,NA,NA,NA
"Mollusca Notocorbula_ephamilla","Tortonian",NA,NA,NA,NA
"Mollusca Notocorbula_adelaidensis","Tortonian",NA,NA,NA,NA
"Mollusca Arca_negata","Tortonian",NA,NA,NA,NA
"Mollusca Cucullaea_corioensis","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_subradians","Tortonian",NA,NA,NA,NA
"Mollusca Pinctada_crassicardia","Tortonian",NA,NA,NA,NA
"Mollusca Ostrea_arenicola","Tortonian",NA,NA,NA,NA
"Mollusca Lima_bassii","Tortonian",NA,NA,NA,NA
"Mollusca Cardita_subdeceptiva","Tortonian",NA,NA,NA,NA
"Mollusca Mysella_anomala","Tortonian",NA,NA,NA,NA
"Mollusca Fulvia_tenuicostata","Tortonian",NA,NA,NA,NA
"Mollusca Electromactra_howchiniana","Tortonian",NA,NA,NA,NA
"Mollusca Hiatella_australis","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_crebrecostata","Tortonian",NA,NA,NA,NA
"Mollusca Lissarca_rubricata","Tortonian",NA,NA,NA,NA
"Mollusca Condylocardia_tenuicostae","Tortonian",NA,NA,NA,NA
"Mollusca Anapella_variabilis","Tortonian",NA,NA,NA,NA
"Mollusca Monitilora_idonea","Tortonian",NA,NA,NA,NA
"Mollusca Cuna_polita","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_tenuicostata","Tortonian",NA,NA,NA,NA
"Mollusca Miltha_hora","Tortonian",NA,NA,NA,NA
"Mollusca Montacuta_sericea","Tortonian",NA,NA,NA,NA
"Mollusca Semele_vesiculosa","Tortonian",NA,NA,NA,NA
"Mollusca Lopha_hyotidoidea","Tortonian",NA,NA,NA,NA
"Mollusca Eucrassatella_kingicoloides","Tortonian",NA,NA,NA,NA
"Mollusca Cucullaea_praelonga","Tortonian",NA,NA,NA,NA
"Mollusca Limnocardium_praeponticum","Tortonian",NA,NA,NA,NA
"Mollusca Limnocardium_obsoletum","Tortonian",NA,NA,NA,NA
"Mollusca Pecten_dunkeri","Tortonian",NA,NA,NA,NA
"Mollusca Pecten_stazzanensis","Tortonian",NA,NA,NA,NA
"Mollusca Trisidos_semitorta","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_nodifera","Tortonian",NA,NA,NA,NA
"Mollusca Striarca_tenebrica","Tortonian",NA,NA,NA,NA
"Mollusca Placuna_quadriangularis","Tortonian",NA,NA,NA,NA
"Mollusca Arcopaginula_inflata","Tortonian",NA,NA,NA,NA
"Mollusca Corbula_fortisulcata","Tortonian",NA,NA,NA,NA
"Mollusca Clementia_papyracea","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_stabilis","Tortonian",NA,NA,NA,NA
"Mollusca Lioconcha_philippinarum","Tortonian",NA,NA,NA,NA
"Mollusca Pitar_obliqua","Tortonian",NA,NA,NA,NA
"Mollusca Placamen_calophylla","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_dichotoma","Tortonian",NA,NA,NA,NA
"Mollusca Melaxinaea_pectiniformis","Tortonian",NA,NA,NA,NA
"Mollusca Ostrea_lamellosa","Tortonian","3","38.8002911199135","11","111"
"Mollusca Venus_plicata","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_scabrellus","Tortonian","2","28.2619378001898","12","113"
"Mollusca Diplodonta_ferruginata","Tortonian",NA,NA,NA,NA
"Mollusca Felaniella_sertunayensis","Tortonian",NA,NA,NA,NA
"Mollusca Clinocardium_californiense","Tortonian",NA,NA,NA,NA
"Mollusca Laevicardium_etheringtoni","Tortonian",NA,NA,NA,NA
"Mollusca Megacardita_matschigarica","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_majamraphensis","Tortonian",NA,NA,NA,NA
"Mollusca Papyridea_angulata","Tortonian",NA,NA,NA,NA
"Mollusca Papyridea_noyamiana","Tortonian",NA,NA,NA,NA
"Mollusca Papyridea_sakhalinense","Tortonian",NA,NA,NA,NA
"Mollusca Siliqua_alta","Tortonian",NA,NA,NA,NA
"Mollusca Megayoldia_tokunagai","Tortonian",NA,NA,NA,NA
"Mollusca Megayoldia_pilvoensis","Tortonian",NA,NA,NA,NA
"Mollusca Neilonella_alferovi","Tortonian",NA,NA,NA,NA
"Mollusca Crassoleda_crassatelloides","Tortonian",NA,NA,NA,NA
"Mollusca Periploma_ochotensis","Tortonian",NA,NA,NA,NA
"Mollusca Spineilo_multidentata","Tortonian",NA,NA,NA,NA
"Mollusca Arca_boucardi","Tortonian",NA,NA,NA,NA
"Mollusca Fortipecten_takahashii","Tortonian",NA,NA,NA,NA
"Mollusca Serripes_laperousii","Tortonian",NA,NA,NA,NA
"Mollusca Spisula_sachalinensis","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_nabiliana","Tortonian",NA,NA,NA,NA
"Mollusca Acila_plana","Tortonian",NA,NA,NA,NA
"Mollusca Mizuhopecten_subyessoensis","Tortonian",NA,NA,NA,NA
"Mollusca Callista_brevisiphonata","Tortonian",NA,NA,NA,NA
"Mollusca Musculus_kryshtofovitschi","Tortonian",NA,NA,NA,NA
"Mollusca Serripes_groenlandicus","Tortonian",NA,NA,NA,NA
"Mollusca Tridonta_alaskensis","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_chojensis","Tortonian",NA,NA,NA,NA
"Mollusca Ciliatocardium_sachalinense","Tortonian",NA,NA,NA,NA
"Mollusca Cyclocardia_orbicularis","Tortonian",NA,NA,NA,NA
"Mollusca Fortipecten_kenyoshiensis","Tortonian",NA,NA,NA,NA
"Mollusca Laevicardium_taracaicum","Tortonian",NA,NA,NA,NA
"Mollusca Megayoldia_thraciaeformis","Tortonian",NA,NA,NA,NA
"Mollusca Mya_cuneiformis","Tortonian",NA,NA,NA,NA
"Mollusca Acila_gottschei","Tortonian",NA,NA,NA,NA
"Mollusca Delectopecten_peckhami","Tortonian",NA,NA,NA,NA
"Mollusca Leionucula_psjakauphensis","Tortonian",NA,NA,NA,NA
"Mollusca Leionucula_tenuis","Tortonian",NA,NA,NA,NA
"Mollusca Malletia_kurasiensis","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_nitida","Tortonian",NA,NA,NA,NA
"Mollusca Mizuhopecten_matschiensis","Tortonian",NA,NA,NA,NA
"Mollusca Mya_arenaria","Tortonian",NA,NA,NA,NA
"Mollusca Mya_pseudoarenaria","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_chinaensis","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_sachalinensis","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_elegans","Tortonian",NA,NA,NA,NA
"Mollusca Acharax_johnsoni","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_tumiensis","Tortonian",NA,NA,NA,NA
"Mollusca Neilonella_vengeriensis","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_vengeriana","Tortonian",NA,NA,NA,NA
"Mollusca Acila_insignis","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_slodkewitschi","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_longissima","Tortonian",NA,NA,NA,NA
"Mollusca Propeleda_schmidti","Tortonian",NA,NA,NA,NA
"Mollusca Periploma_besshoensis","Tortonian",NA,NA,NA,NA
"Mollusca Megayoldia_toyamaensis","Tortonian",NA,NA,NA,NA
"Mollusca Mya_grewingki","Tortonian",NA,NA,NA,NA
"Mollusca Ainicardita_majanatschensis","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_anastasia","Tortonian",NA,NA,NA,NA
"Mollusca Striarca_lactea","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_linguafelis","Tortonian",NA,NA,NA,NA
"Mollusca Aequipecten_seniensis","Tortonian",NA,NA,NA,NA
"Mollusca Spondylus_gaederopus","Tortonian",NA,NA,NA,NA
"Mollusca Ostrea_stentina","Tortonian",NA,NA,NA,NA
"Mollusca Hyotissa_hyotis","Tortonian",NA,NA,NA,NA
"Mollusca Corbula_inaequalis","Tortonian",NA,NA,NA,NA
"Mollusca Chesapecten_jeffersonius","Tortonian",NA,NA,NA,NA
"Mollusca Chesapecten_madisonius","Tortonian",NA,NA,NA,NA
"Mollusca Pitar_morrhuanus","Tortonian",NA,NA,NA,NA
"Mollusca Mercenaria_campechiensis","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_seniensis","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_menardi","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_turonica","Tortonian",NA,NA,NA,NA
"Mollusca Chama_gryphoides","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_exoleta","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_rotunda","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_miurensis","Tortonian",NA,NA,NA,NA
"Mollusca Laevicardium_angustum","Tortonian",NA,NA,NA,NA
"Mollusca Azorinus_abbreviatus","Tortonian",NA,NA,NA,NA
"Mollusca Cycladicama_cumingii","Tortonian",NA,NA,NA,NA
"Brachiopoda Terebratalia_tenuis","Tortonian",NA,NA,NA,NA
"Mollusca Nemocardium_samarangae","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_quemadensis","Tortonian",NA,NA,NA,NA
"Mollusca Amussium_paris","Tortonian",NA,NA,NA,NA
"Mollusca Venericardia_leonensis","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_meridonalis","Tortonian",NA,NA,NA,NA
"Mollusca Dinocardium_novus","Tortonian",NA,NA,NA,NA
"Mollusca Argopecten_insuetus","Tortonian",NA,NA,NA,NA
"Mollusca Anomalocardia_entrerriana","Tortonian",NA,NA,NA,NA
"Mollusca Ameghinomya_meridionalis","Tortonian",NA,NA,NA,NA
"Mollusca Pitar_laziarina","Tortonian",NA,NA,NA,NA
"Mollusca Spisula_longa","Tortonian",NA,NA,NA,NA
"Mollusca Pteromyrtea_danieli","Tortonian",NA,NA,NA,NA
"Mollusca Flabellipecten_pyramidesensis","Tortonian",NA,NA,NA,NA
"Mollusca Ameghinomya_argentina","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_cuspidata","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_lirata","Tortonian",NA,NA,NA,NA
"Mollusca Cyrtopleura_lanceolata","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_regularis","Tortonian",NA,NA,NA,NA
"Mollusca Carolinapecten_urbannaensis","Tortonian",NA,NA,NA,NA
"Mollusca Kuphus_fistula","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_granosa","Tortonian",NA,NA,NA,NA
"Mollusca Acar_plicata","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_biformis","Tortonian",NA,NA,NA,NA
"Mollusca Arcopsis_bataviana","Tortonian",NA,NA,NA,NA
"Mollusca Gloripallium_pallium","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_tambacana","Tortonian",NA,NA,NA,NA
"Mollusca Austrohinnites_corioensis","Tortonian",NA,NA,NA,NA
"Mollusca Serripecten_semilaevis","Tortonian",NA,NA,NA,NA
"Mollusca Serripecten_carteri","Tortonian",NA,NA,NA,NA
"Mollusca Neotrigonia_acuticostata","Tortonian",NA,NA,NA,NA
"Mollusca Mimachlamys_asperrima","Tortonian",NA,NA,NA,NA
"Mollusca Limopsis_belcheri","Tortonian",NA,NA,NA,NA
"Mollusca Pratulum_antisemigranulatum","Tortonian",NA,NA,NA,NA
"Mollusca Neotrigonia_howitti","Tortonian",NA,NA,NA,NA
"Mollusca Chama_involuta","Tortonian",NA,NA,NA,NA
"Mollusca Dendostrea_haitensis","Tortonian",NA,NA,NA,NA
"Mollusca Chama_macerophylla","Tortonian",NA,NA,NA,NA
"Mollusca Divalinga_quadrisulcata","Tortonian",NA,NA,NA,NA
"Mollusca Lirophora_hendersoni","Tortonian",NA,NA,NA,NA
"Mollusca Dimya_grandis","Tortonian",NA,NA,NA,NA
"Mollusca Cardita_scabricostata","Tortonian",NA,NA,NA,NA
"Mollusca Ensis_directus","Tortonian",NA,NA,NA,NA
"Mollusca Caryocorbula_cuneata","Tortonian",NA,NA,NA,NA
"Mollusca Yoldia_laevis","Tortonian",NA,NA,NA,NA
"Mollusca Modiolus_ducatellii","Tortonian",NA,NA,NA,NA
"Mollusca Scapharca_broughtoni","Tortonian",NA,NA,NA,NA
"Mollusca Arca_clathrata","Tortonian",NA,NA,NA,NA
"Mollusca Scapharca_rhombea","Tortonian",NA,NA,NA,NA
"Mollusca Cubitostrea_digitalina","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_pseudoargus","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_peralta","Tortonian",NA,NA,NA,NA
"Mollusca Dosina_subpenicillata","Tortonian",NA,NA,NA,NA
"Mollusca Macrocallista_pseudoumbonella","Tortonian",NA,NA,NA,NA
"Mollusca Venus_mekranica","Tortonian",NA,NA,NA,NA
"Mollusca Corbula_mekranica","Tortonian",NA,NA,NA,NA
"Mollusca Lentidium_turonense","Tortonian",NA,NA,NA,NA
"Mollusca Digitaria_beyschlagi","Tortonian",NA,NA,NA,NA
"Mollusca Glossus_lunulatus","Tortonian",NA,NA,NA,NA
"Mollusca Scacchia_degrangei","Tortonian",NA,NA,NA,NA
"Mollusca Spaniodontella_nitida","Tortonian",NA,NA,NA,NA
"Mollusca Aequipecten_opercularis","Tortonian",NA,NA,NA,NA
"Mollusca Leionucula_laevigata","Tortonian",NA,NA,NA,NA
"Mollusca Parvicardium_scabrum","Tortonian",NA,NA,NA,NA
"Mollusca Abra_antwerpiensis","Tortonian",NA,NA,NA,NA
"Mollusca Nucula_trigonula","Tortonian",NA,NA,NA,NA
"Mollusca Angulus_benedeni","Tortonian",NA,NA,NA,NA
"Mollusca Periploma_ariei","Tortonian",NA,NA,NA,NA
"Mollusca Turneria_cylindrica","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_kazakovae","Tortonian",NA,NA,NA,NA
"Mollusca Acanthocardia_hanseata","Tortonian",NA,NA,NA,NA
"Mollusca Angulus_donacina","Tortonian",NA,NA,NA,NA
"Mollusca Abra_pusilla","Tortonian",NA,NA,NA,NA
"Mollusca Similipecten_similis","Tortonian",NA,NA,NA,NA
"Mollusca Arcoperna_sericea","Tortonian",NA,NA,NA,NA
"Mollusca Timoclea_ovata","Tortonian",NA,NA,NA,NA
"Mollusca Spondylus_candidus","Tortonian",NA,NA,NA,NA
"Mollusca Arca_avellana","Tortonian",NA,NA,NA,NA
"Mollusca Cryptopecten_nux","Tortonian",NA,NA,NA,NA
"Mollusca Corbula_crassa","Tortonian",NA,NA,NA,NA
"Mollusca Nucula_placentina","Tortonian",NA,NA,NA,NA
"Mollusca Nuculana_emarginata","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_inflata","Tortonian",NA,NA,NA,NA
"Mollusca Cristatopecten_cristatum","Tortonian",NA,NA,NA,NA
"Mollusca Hinnites_ercolaniana","Tortonian",NA,NA,NA,NA
"Mollusca Pecten_revolutus","Tortonian","1",NA,"12","110"
"Mollusca Flabellipecten_fraterculus","Tortonian",NA,NA,NA,NA
"Mollusca Neopycnodonte_cochlear","Tortonian","1",NA,"11","111"
"Mollusca Chama_aculeata","Tortonian",NA,NA,NA,NA
"Mollusca Europicardium_multicostatum","Tortonian","1",NA,"12","105"
"Mollusca Laevicardium_cyprium","Tortonian",NA,NA,NA,NA
"Mollusca Azorinus_antiquatus","Tortonian",NA,NA,NA,NA
"Mollusca Venus_alternans","Tortonian",NA,NA,NA,NA
"Mollusca Cytherea_erycinoides","Tortonian","1",NA,"12","88"
"Brachiopoda Hesperithyris_sinuosa","Tortonian","2","30.0242021784548","12","88"
"Mollusca Mulinia_congesta","Tortonian",NA,NA,NA,NA
"Mollusca Saccella_concentrica","Tortonian",NA,NA,NA,NA
"Mollusca Saccella_taphria","Tortonian",NA,NA,NA,NA
"Mollusca Lirophora_latilirata","Tortonian",NA,NA,NA,NA
"Mollusca Pandora_crassidens","Tortonian",NA,NA,NA,NA
"Mollusca Semele_subovata","Tortonian",NA,NA,NA,NA
"Mollusca Ostrea_disparilis","Tortonian","2","12.639122819419","10","117"
"Mollusca Chlamys_simpsoni","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_abbreviata","Tortonian",NA,NA,NA,NA
"Mollusca Amiantis_domeykoana","Tortonian",NA,NA,NA,NA
"Mollusca Chlamys_calderensis","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_tectumcolumbae","Tortonian",NA,NA,NA,NA
"Mollusca Kuphus_incrassatus","Tortonian",NA,NA,NA,NA
"Mollusca Psammotreta_hadra","Tortonian",NA,NA,NA,NA
"Mollusca Costacallista_leiotera","Tortonian",NA,NA,NA,NA
"Mollusca Dosinia_delicatissima","Tortonian",NA,NA,NA,NA
"Mollusca Pegophysema_janus","Tortonian",NA,NA,NA,NA
"Mollusca Atrina_serrata","Tortonian",NA,NA,NA,NA
"Mollusca Tucetona_secticostata","Tortonian",NA,NA,NA,NA
"Mollusca Palliolum_tigrinum","Tortonian",NA,NA,NA,NA
"Mollusca Limatula_sulcata","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_actinophora","Tortonian",NA,NA,NA,NA
"Mollusca Lepidopecten_scissuratus","Tortonian",NA,NA,NA,NA
"Mollusca Spondylus_bostrychites","Tortonian",NA,NA,NA,NA
"Mollusca Trachycardium_lingualeonis","Tortonian",NA,NA,NA,NA
"Mollusca Astarte_obliquata","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_brasiliana","Tortonian","1",NA,"11","225"
"Mollusca Anadara_inutilis","Tortonian","1",NA,"11","228"
"Mollusca Argopecten_irradians","Tortonian","1",NA,"11","226"
"Mollusca Argopecten_nucleus","Tortonian","1",NA,"11","227"
"Mollusca Caryocorbula_caribaea","Tortonian","1",NA,"11","185"
"Mollusca Tellina_radiata","Tortonian","1",NA,"11","185"
"Mollusca Trigoniocardia_antillarum","Tortonian","1",NA,"11","226"
"Mollusca Caryocorbula_contracta","Tortonian","1",NA,"11","228"
"Mollusca Anadara_chemnitzii","Tortonian","1",NA,"11","217"
"Mollusca Antillipecten_antillarum","Tortonian","1",NA,"11","228"
"Mollusca Glycymeris_carbasina","Tortonian",NA,NA,NA,NA
"Mollusca Glycymeris_epacra","Tortonian",NA,NA,NA,NA
"Mollusca Ostrea_equestris","Tortonian",NA,NA,NA,NA
"Mollusca Lucinisca_bocasensis","Tortonian",NA,NA,NA,NA
"Mollusca Trachycardium_stiriatum","Tortonian",NA,NA,NA,NA
"Mollusca Abra_lioica","Tortonian",NA,NA,NA,NA
"Mollusca Raeta_undulata","Tortonian","2","31.8405170214703","11","227"
"Mollusca Eucrassatella_venezuelana","Tortonian","2","31.8405170214703","11","226"
"Mollusca Tagelus_divisus","Tortonian",NA,NA,NA,NA
"Mollusca Gouldia_costaricensis","Tortonian",NA,NA,NA,NA
"Mollusca Pitar_centangulatus","Tortonian",NA,NA,NA,NA
"Mollusca Panopea_parawhitfieldi","Tortonian",NA,NA,NA,NA
"Mollusca Mytilus_canoasensis","Tortonian",NA,NA,NA,NA
"Mollusca Transennella_cola","Tortonian",NA,NA,NA,NA
"Mollusca Phyllodina_lepidota","Tortonian",NA,NA,NA,NA
"Mollusca Strigilla_carnaria","Tortonian",NA,NA,NA,NA
"Mollusca Anadara_trilineata","Tortonian",NA,NA,NA,NA
"Mollusca Tellidora_cristata","Tortonian",NA,NA,NA,NA
"Mollusca Pecten_benedictus","Tortonian",NA,NA,NA,NA
"Mollusca Crassostrea_gryphoides","Tortonian",NA,NA,NA,NA
"Mollusca Arca_noae","Tortonian",NA,NA,NA,NA
"Mollusca Callistotapes_vetulus","Tortonian",NA,NA,NA,NA
"Mollusca Divaricella_divaricata","Tortonian",NA,NA,NA,NA
"Mollusca Linga_columbella","Tortonian",NA,NA,NA,NA
"Mollusca Agnocardia_cinderellae","Tortonian",NA,NA,NA,NA
"Mollusca Trachycardium_flexicostatum","Tortonian",NA,NA,NA,NA
"Mollusca Trachycardium_bowdenense","Tortonian",NA,NA,NA,NA
"Mollusca Americardia_media","Tortonian",NA,NA,NA,NA
"Mollusca Americardia_guppyi","Tortonian",NA,NA,NA,NA
"Mollusca Nemocardium_islahispaniolae","Tortonian",NA,NA,NA,NA
"Mollusca Laevicardium_vitellinum","Tortonian",NA,NA,NA,NA
"Mollusca Corbula_fossilis","Tortonian",NA,NA,NA,NA
"Mollusca Panamicorbula_canae","Tortonian",NA,NA,NA,NA
"Mollusca Palliolum_cibaoense","Tortonian",NA,NA,NA,NA
"Mollusca Argopecten_inaequalis","Tortonian",NA,NA,NA,NA
"Mollusca Cryptopecten_phrygium","Tortonian",NA,NA,NA,NA
"Mollusca Lindapecten_paramuscosus","Tortonian",NA,NA,NA,NA
"Mollusca Antillipecten_quemadosensis","Tortonian",NA,NA,NA,NA
"Mollusca Nodipecten_colinensis","Tortonian",NA,NA,NA,NA
"Mollusca Argopecten_parathetidis","Tortonian",NA,NA,NA,NA
"Mollusca Arcinella_yaquensis","Tortonian",NA,NA,NA,NA
"Mollusca Aequipecten_plurinomis","Tortonian",NA,NA,NA,NA
"Mollusca Cardiomya_distira","Tortonian",NA,NA,NA,NA
"Mollusca Trigonulina_bowdenensis","Tortonian",NA,NA,NA,NA
"Mollusca Tellina_nitens","Tortonian",NA,NA,NA,NA
"Brachiopoda Kraussina_lata","Tortonian",NA,NA,NA,NA
"Brachiopoda Kraussina_rotundata","Tortonian",NA,NA,NA,NA
"Brachiopoda Kraussina_laevicostata","Tortonian",NA,NA,NA,NA
"Brachiopoda Cancellothyris_platys","Tortonian",NA,NA,NA,NA
"Mollusca Felaniella_harfordi","Tortonian",NA,NA,NA,NA
